"Y","ID","Operator","Date","Priority","Price","Speed","Duration","Temp","Location","Agreed","State","Class","Surface","sensor1","sensor2","sensor3","sensor4","sensor5","sensor6","sensor7","sensor8","sensor9","sensor10","sensor11","sensor12","sensor13","sensor14","sensor15","sensor16","sensor17","sensor18","sensor19","sensor20","sensor21","sensor22","sensor23","sensor24","sensor25","sensor26","sensor27","sensor28","sensor29","sensor30"
24.32924602941,"G9949","GK",2019-03-22,"Medium",NA,"Medium","Short","Warm","Storage tanks","Yes","Uncertain","Ceramic","Rough",36.0670782758907,NA,39.2124014934844,40.7815149857578,34.2697186610515,38.825629368915,35.3337260992299,32.8418831333115,34.9108859724542,35.3540435804017,77.5909079936976,NA,80.1502926034055,86.3426664501386,88.2762120313358,95.015976029692,97.7912143378772,NA,95.8052889533516,80.609188792957,NA,NA,39.246672194616,40.3175080432337,23.8070706166237,46.9156631386092,52.9301193466863,50.231157858283,32.5862392181817,47.4646596287173
0.580850959175392,"D12","XP",2019-03-30,"Medium","Cheap","Slow","Very Long","Warm","Control room","No","Uncertain","Wooden","Rough",5.27608203665135,11.4687625115415,22.7039502148076,369.761685228441,11.2162797288496,16.7166689899331,9.92088522761776,365.869695162401,7.91336303897733,5.98832681083201,350.279198091011,48.386580509221,38.2263257367061,8.91894532694572,48.3466495015173,357.226359185297,39.8970200123795,38.4432112164159,58.9532041463624,17.3629983492957,4.75226041326202,334.71858600853,3.39240244227897,361.966841055546,22.3832699131404,4.02632104569121,21.0257096545772,362.648758401629,34.9379209020007,25.7176905382716
13.7997242948815,"D13","XP",2019-04-06,"Medium","Cheap","Fast","Short","Hot","Storage tanks","No","Under review","Ceramic","Rough",22.3962481887502,NA,17.2485171562393,367.217791341245,21.0051498108091,20.4793309374195,18.6434432007722,335.069634257816,17.7422641402694,18.3708130989751,336.980901814532,63.5147567339761,49.8499162140904,41.9258418299634,59.0390358333929,331.919863452204,47.9505376175191,65.1663249241355,68.9616679525328,48.4547030860841,-39.8368290220662,328.483996975701,-43.1253148618933,340.709272066597,-42.8948579999013,-46.7787568289324,-36.4304997699594,357.469767115545,-47.5951243205799,-42.1345328122183
15.717888824765,"D14","XP",2019-04-13,"Medium","Expensive","Slow","Short","Cold","Control room","Yes","Checked","Ceramic","Smooth",24.4075330413347,31.3121873180323,35.45039850996,337.699697788339,18.5959637504436,32.4747316896784,36.9083702216516,331.007995239925,28.429927596473,28.4919027527563,357.398161541205,48.9524172765232,47.9829488533196,56.7109254223422,21.2977462690897,367.534121025819,57.9433988680395,62.8865031480112,61.7156197961542,61.1176405810828,14.0409171973834,368.669838055503,37.7785214133244,369.793985334691,13.8039020870843,16.371245736873,9.70496429998346,363.368978297804,1.2673830907849,31.7412207649212
39.7904839557383,"D15","XP",2019-04-20,"Medium","Expensive","Medium","Long","Hot","Steam plant","Yes","Under review","Plastic","Smooth",33.7153074460657,36.9854064547579,38.6440663268188,329.153956535738,34.0464396802253,43.0465228557588,32.4656980089308,342.429785307031,28.5974246457631,39.2954716234534,325.766818008851,90.5078356097535,94.7252374625293,95.0757987748045,75.8704602619146,328.215765736531,75.9192420977453,81.788587721211,85.7627613977834,80.0299067799486,32.9817594696351,347.245764154941,28.2072005231107,327.238342659548,34.839117845026,36.1900244372136,37.4129034125281,330.555402631871,37.4878725319293,26.9690322219367
32.3981290774164,"D16","XP",2019-04-26,"High","Cheap","Medium","Long","Warm","Control room","Yes","Checked","Plastic","Rough",40.5169929965176,41.7462853359065,36.7937903648366,326.519942951854,40.6982834805244,41.0412867849583,31.3178147037578,324.583302140236,40.6803300158646,35.4639923043609,357.781379860826,94.4429704074609,82.4142308740172,86.0035836147875,107.645966604015,355.046367126051,81.2380232284058,80.790202665338,93.4994178094341,82.1426527036326,-0.0151520907555422,339.734086748213,-24.6377756008546,354.936552902218,5.60726751560925,-2.18956338223199,-21.8120725691492,357.920612003654,-8.85857464121566,-0.231249913221596
15.1724018771056,"D17","XP",2019-05-03,"Low","Expensive","Medium","Very Long","Warm","Control room","No","Under review","Wooden","Smooth",19.3037414729913,12.9279958653151,24.148398730666,368.070369043853,21.8770057164684,16.1797622262505,25.7904760255153,362.108341236599,21.0386547619513,17.2463618470807,325.455807154067,77.5938423441024,72.7237251012378,64.3496094136924,83.8640370380005,351.495294172782,66.0323544318606,82.187990504555,71.6575047454612,59.7638551271138,36.9385078386619,328.849480934441,62.8554769082956,324.366984288208,34.7330919029483,77.9614125459085,51.1198639844914,353.167824347038,62.0174523824819,81.8339175473247
26.5682398337521,"D18","XP",2019-05-11,"Medium","Expensive","Fast","Long","Warm","Control room","Yes","Uncertain","Wooden","Textured",35.1108786348166,30.3536700582071,30.3045299619609,347.016215480398,32.6766052712874,40.2730166392143,24.0535766908391,337.191212100442,34.9949288507671,26.2474233577016,351.553449167404,63.9165408406876,73.9369287252087,64.0007852072192,78.740145839069,334.340190798976,69.4890208188684,70.7871076577809,86.1666153751928,67.7758348839132,-39.1584436765869,331.443943425547,-52.3843949322739,359.095739787444,-25.5923195670774,-51.8452532698017,-55.9636923408726,324.298646363895,-34.9319586509333,-35.1028575654175
22.0927625728683,"D19","XP",2019-05-17,"High","Cheap","Medium","Short","Hot","Steam plant","No","Checked","Wooden","Rough",5.69223521214864,9.68955675431098,9.81492770319054,331.241533630528,5.52466225690694,14.3197601133758,6.4714656888139,341.295593539253,21.2558501961139,-0.336426198773502,325.828226124868,75.3878755453954,71.8077878517088,77.5568179558457,71.3348129467796,357.978927162476,74.1790295218022,58.7299506673716,48.6091196932446,76.6497574494264,-0.108816745411158,362.594757664483,12.0669117566925,361.245886054821,12.3375850865013,3.67277593144244,16.1557950848248,363.064078700263,13.6280957134468,-8.68131388025033
20.9762802208331,"D20","XP",2019-05-25,"High","Cheap","Fast","Long","Warm","Control room","Yes","Checked","Wooden","Textured",13.1112908674374,12.8941104247904,12.1983013968107,361.145616804715,13.5318016997122,10.5251735264707,12.7988871495356,323.14526585862,9.39545372210739,20.9177556122694,352.907246297691,63.1607023992479,59.8024916294161,77.215032511237,70.1048684219672,358.401805912144,81.9408752214541,57.072336313313,60.7961448530921,80.9823038913325,-33.8621084184049,341.224800078198,-43.4830419585289,366.304128982592,-56.5708918984114,-41.7998512160035,-40.7753817019804,360.66463552881,-34.8202171309093,-55.3528407841536
27.0097359759029,"D21","XP",2019-06-01,"Low","Fair","Fast","Long","Warm","Steam plant","Yes","Checked","Wooden","Textured",30.081141103386,36.6439577406612,33.0382106679484,321.021084852982,46.6737498618924,34.6817382110805,30.0804391167782,359.799304923508,42.686694247076,30.4025388191618,340.800592680462,52.5770988028831,75.473505477611,59.0976796327852,48.1919832528507,364.773783627898,76.1110525478916,60.7814674955517,51.0513852096032,76.2063609058976,7.04104213503669,325.773945071269,32.3231084607104,361.71133369673,36.9276540311101,15.6702802662515,9.96738631956098,339.761612580623,17.738409101617,21.2009148146411
19.6106224178025,"D22","XP",2019-06-07,"Medium","Expensive","Medium","Short","Cold","Storage tanks","No","Checked","Ceramic","Smooth",14.3703105253235,10.0717750815668,25.9112522150208,364.340801541694,16.8091482995778,23.1738702684921,21.3843633556899,333.190772640519,22.082333126719,25.1248481515582,328.433616883121,59.1133866736343,50.0032321242035,48.6528387341601,45.538764441863,324.401094629429,49.8820246278724,51.7659975367946,61.7866547017984,64.2759667181661,39.8115901225624,354.144693787675,36.4176619824118,322.763910079375,36.036954534913,36.3791279026145,50.0112781165325,345.801270199008,30.28755280073,28.9350817102876
15.3826976987365,"D23","XP",2019-06-14,"High","Cheap","Fast","Short","Hot","Control room","No","Uncertain","Ceramic","Rough",17.6713913899886,27.4224772485238,29.5482146843074,324.038438911084,22.6413713414728,20.3717924430996,24.0254343614456,345.31424156623,23.5217265748173,20.0587375000923,328.922907186206,69.1403547956963,54.9787370804785,59.6392121344595,59.0850337706765,350.801273998804,62.5086573884359,46.4397374120506,53.907311407768,59.3669555903989,-64.7811963244126,322.376311447006,-36.8142436423784,320.498778873589,-28.2793175827015,-40.1752303027052,-45.6882653525592,325.667273595463,-17.4274871603064,-71.344685141102
18.8197500660184,"D24","XP",2019-06-21,"Low","Expensive","Fast","Short","Hot","Steam plant","Yes","Uncertain","Wooden","Rough",22.7526620473713,26.6155238206194,13.172059235782,332.722815864254,19.6526027709633,21.2070766255219,11.2518975177393,334.906616264489,15.5710209466451,11.9177077920911,358.821339583956,62.1313830464046,60.2660499392604,64.5025735957265,65.2514133047952,368.036596656311,60.0407738997759,55.0309725364449,47.5630535211162,73.7786904400581,-29.6200880252907,344.773542245384,-57.4249099155885,369.803063215222,-46.3081904906507,-41.2999605170137,-29.0484590577051,324.101880441885,-23.6380619881223,-49.0117425447891
20.5389140295378,"D25","XP",2019-06-28,"Low","Expensive","Medium","Long","Cold","Control room","No","Checked","Ceramic","Textured",3.35893929643988,5.26080486292627,9.80696874733748,326.752557086293,-0.776114286520072,8.02269868709823,6.18991660198543,355.813873109873,7.37155170784512,9.06989051323565,338.629519804381,78.8405486954799,91.2891018738168,81.0339871389283,102.559632878754,322.95900022611,94.2072443998712,94.2180382317169,95.5008036167197,86.2179872110694,41.6890174755422,353.737516368274,26.6065534883425,367.390666464344,6.58711096429266,46.122873780629,29.4755516333592,338.361336982343,40.4078955454254,10.8154465127316
12.6252255210166,"D26","XP",2019-07-06,"Medium","Cheap","Fast","Short","Warm","Steam plant","No","Under review","Ceramic","Textured",9.62096409967785,9.25218863105785,1.5112408948504,333.787736720406,8.22279344084841,23.8181558059622,7.82818736077756,367.818535473198,8.91141463792443,14.7597641505143,335.071244142018,41.3070857733971,61.2846254935551,54.9512967852371,41.1198756237766,363.96417317912,45.4315791390922,47.5742744658176,56.6219292088713,50.6398863415645,-19.512622345893,348.346689615864,-9.4010106351483,361.872068238445,-18.526045213345,-36.2511811307009,1.01478881784417,320.799455319066,-3.49891119527229,-8.83584017781603
15.4809436256856,"D27","XP",2019-07-13,"Low","Expensive","Medium","Very Long","Hot","Steam plant","No","Uncertain","Ceramic","Textured",32.5633325204205,26.6040500075782,29.1565904432637,332.548302602954,20.5040655395162,40.5842398178488,29.0901679269079,353.915880892891,30.326614164422,21.4784410447783,321.603416120633,85.9802743690824,87.8396389718424,89.6832815735373,102.455754477107,323.286292590201,88.8887093931252,86.5187033847991,83.0958664876581,79.6606998827455,34.4796261209779,348.60749589745,53.2642469654772,345.31972550787,39.6380360255569,41.8192050855254,34.1988433558063,361.007950948551,40.3219029158371,38.5315446329385
25.7641772014101,"D28","XP",2019-07-20,"High","Fair","Medium","Short","Warm","Storage tanks","No","Under review","Ceramic","Textured",37.5236278217276,29.7310337959927,43.3965283637991,360.228667634074,39.7010660420778,36.1414998002504,41.2048359444415,349.68421834521,34.6885825176051,32.683668922247,340.995293196756,86.0940558900133,70.682382026587,68.5650435979951,57.2235037660163,335.80197350122,77.585882832312,71.1891053144442,66.2254200466995,73.6182857973916,86.4995725295928,332.649059435353,95.6340233544286,333.699656783137,100.451554265021,86.2759564121686,100.588907625648,320.520262599457,85.9520696753034,82.6588853415747
7.91722619255873,"D29","XP",2019-07-26,"Medium","Expensive","Medium","Very Long","Hot","Steam plant","Yes","Checked","Ceramic","Textured",8.9494754173127,NA,22.4262179261748,335.986974316183,17.7636004528283,22.7632843859651,15.1762640688237,322.432854322251,9.6292355478206,11.1914984088073,348.101280657575,40.1872256656361,18.4104660063937,56.4097757150998,42.5942784327839,323.278769424651,26.033656948831,41.4398582203292,24.9397632279786,25.5250876912995,22.7563069803406,340.111828006338,14.9617577617341,365.7072317251,33.0488779194533,6.27449838865651,32.2896973945035,350.150059657171,25.5107079266629,33.9078613323543
19.4478536104674,"D30","XP",2019-08-02,"High","Cheap","Slow","Long","Warm","Storage tanks","Yes","Checked","Plastic","Textured",38.469088158826,29.8450517060418,38.6157748062891,345.858082261402,28.2334455978997,33.398881069677,38.18366082928,328.821841410827,46.6230224053365,25.4953026652519,354.904338011984,37.2082830820691,2.57831805669724,44.9105774077655,26.1275946930602,325.346455809195,26.8461358887792,22.2992554123502,32.1457852753871,33.0518353792768,32.018346554461,334.687290496659,39.811190690187,368.048943316098,30.3419849873473,18.0603627312121,47.1327633852482,360.384480217472,16.1676681106118,54.4921555560086
30.9853105967562,"D31","XP",2019-08-09,"Low","Expensive","Medium","Long","Hot","Storage tanks","No","Checked","Plastic","Smooth",40.4774428710352,41.8517932999429,37.6539601610526,330.764006490353,30.5312878826056,28.1986292547588,35.9322304548394,325.119201191701,35.0268702774301,27.9417845749475,357.972549395636,81.615207845818,81.5030609882388,70.4070899582857,71.9675810828514,350.182657705154,55.9984915330834,84.3199931070101,73.3152347289796,90.9617615091185,76.0003080150095,348.797502920497,95.4505035312956,368.209603980649,80.6597697932373,119.829967379688,94.6443570545342,329.804104093928,108.650123418497,94.3824072995939
18.0633942497997,"D32","XP",2019-08-16,"Low","Cheap","Medium","Short","Warm","Steam plant","No","Checked","Plastic","Textured",4.12701528917849,11.9843684022936,3.600135930742,362.090903408825,11.0774104502857,1.80021511564587,0.365146081755123,330.23428767221,0.960842876790538,7.301124413312,362.496697336901,87.8158833706626,89.1612607924173,85.1695623374243,85.3059588329966,330.384766268544,90.3600836031973,80.0163365038905,86.4113192360352,82.3183819324224,48.5768430798313,324.797122173477,57.4749599101414,347.951404522173,39.2548525157431,61.7499301345264,41.9664609203989,345.555633066688,37.5247659530777,62.6016824847863
4.52532752952678,"D33","XP",2019-08-23,"High","Expensive","Fast","Very Long","Hot","Control room","Yes","Uncertain","Ceramic","Textured",13.7301783321028,10.3385868533172,6.73954191987304,338.16307756817,16.9455649927982,1.23252640920114,10.6952116121171,344.437058542389,4.43834633598711,11.3738400825743,369.744032206945,73.7017797953365,70.4069718143689,87.5723298212911,80.0622151754931,352.161033432931,84.5725197445678,68.8327089847183,84.659121875371,72.3763746465156,-8.48049507471317,359.204847090878,-8.56173916799857,339.042616768274,-13.2446104781595,-18.6491927425224,-23.9684478545535,344.729107262101,-19.0053776988683,-20.8295059852537
13.4495129351406,"D34","XP",2019-08-30,"High","Cheap","Medium","Very Long","Warm","Control room","Yes","Uncertain","Ceramic","Textured",26.5285801262086,NA,29.9981531683581,336.575337713584,27.7226193506033,21.6808190005815,29.6555641879842,354.501709963661,32.270168113874,18.354789755672,352.907290197909,80.8548638765637,79.1539858880801,76.203999734209,72.1660557575584,353.178342331666,73.6810325649182,73.039740099527,70.2369062947485,89.4290318658098,37.9391810688079,324.04515019618,38.4343545103689,359.638628216926,26.279401987971,30.9863307029628,8.94903867314586,354.870616253465,21.6992589168427,22.9816775248245
9.09180873331861,"D35","XP",2019-09-06,"Medium","Expensive","Medium","Very Long","Hot","Steam plant","Yes","Under review","Ceramic","Textured",10.0166325148855,7.89428136241518,3.37731663351047,335.349948510993,17.1338817960575,15.757004175266,7.19490531855508,368.913545475807,2.97378738627564,5.65710420997662,345.154535344336,45.5142819539369,52.005672202595,58.3310010378603,56.6844533789104,337.612735566217,77.3825545572559,60.9532636381861,46.999866528987,66.009228138256,56.5051754243242,338.425950605888,72.1960181887456,346.741745020263,47.3333230687587,76.2510606662148,72.3954133753704,333.226036110427,60.2723576455786,67.5250292711957
28.9827783647706,"D36","XP",2019-09-13,"Medium","Expensive","Medium","Long","Hot","Control room","Yes","Uncertain","Plastic","Rough",31.211298397648,27.207861346688,27.7671017324844,341.453641413245,29.2398295572769,25.0272106324227,31.4345041893588,361.506675246637,27.0841277600374,32.5268626109195,340.048589457292,47.0873634025854,59.7553935376091,64.4603861707442,79.3003529601148,333.397570571396,63.6223830801409,62.373954715058,70.3225015120762,65.7990697277086,-44.7615298775098,332.985546316486,-27.244802899768,344.064686836209,-35.5562888621523,-27.6403917483548,-34.1964377019756,364.063642178662,-17.2196691536875,-8.89325367589335
29.2571334211132,"D37","XP",2019-09-21,"High","Cheap","Medium","Long","Hot","Storage tanks","No","Uncertain","Metal","Textured",19.1113481649771,NA,30.3848485656657,348.591184003744,32.3764544429367,24.7682234874017,20.2780230394604,353.781049924437,31.4815872896947,33.4957467821802,321.798642543145,64.7377094429375,52.1352571801632,48.0945647433401,66.5880810348087,354.128639963455,63.803075525298,55.2603923376671,82.7298485021124,77.5072368269354,-42.3941569050979,320.642040732782,-31.8685948107523,352.056877587456,-34.8844673207577,-37.2084874168878,-57.8270718488886,349.794887208845,-45.2026596934593,-28.6767339683414
14.778228031773,"D38","XP",2019-09-28,"Medium","Expensive","Medium","Short","Cold","Storage tanks","No","Checked","Wooden","Rough",0.699739627785037,11.8046366788297,7.33852860851736,366.056338935159,8.18170189054141,1.70588078678554,1.4620370907176,357.371832900681,8.00787983551533,9.13182662949534,336.700849577319,33.5963648980833,43.4882138784186,38.3449517487256,46.6290276783992,352.469625130761,55.5814974217628,53.9491611796868,26.5643958973409,58.4458327159625,111.10144087881,343.481718671974,100.470894014087,363.759317183867,87.7414556987486,78.5273654135734,93.241941156604,346.696095429361,85.1894566480046,107.663724679197
11.7982936692024,"D39","XP",2019-10-04,"Medium","Cheap","Medium","Short","Cold","Storage tanks","Yes","Checked","Ceramic","Rough",4.97658072991397,4.55340942159474,6.09136282896711,329.949860302731,3.6121500716556,8.21135968254613,8.24931405309169,320.000614114106,2.94037056207557,4.86024369016928,328.085593045689,70.6407954066585,49.3174243573826,53.1755624617306,59.2351563215639,365.791766408365,38.9465626156135,43.0886831438234,65.5090265974336,43.2375379618715,-45.1264734707567,355.739183670375,-47.0223878209756,367.424871753901,-28.7960848413547,-25.2937143472579,-18.8605427325237,342.842333221342,-29.5022769812999,-17.9571756962266
22.9199661068456,"D40","XP",2019-10-11,"Low","Expensive","Fast","Long","Hot","Control room","Yes","Under review","Wooden","Rough",20.1124316338106,NA,5.77867291762531,352.523357914761,9.12182286253596,22.3512845846334,23.1024784599892,332.694006157108,17.5143128211246,19.7328700632366,341.649372996762,85.1243823401439,74.0625387072441,74.0990840662752,94.8468303991072,335.32621224178,89.2316733739334,105.357993181285,100.837165334702,64.7325175742917,41.5380923157277,368.082730243914,15.0465078654696,334.904822036624,26.8516923983285,44.338069484637,40.1698776596555,334.266829576809,31.2943778966133,33.75048396686
27.2147804294555,"D41","XP",2019-10-18,"Medium","Expensive","Fast","Long","Hot","Steam plant","Yes","Under review","Metal","Smooth",11.8374128175194,5.0144605570741,14.8063371271766,335.809954574797,15.4344503189053,20.7337256145656,12.3237888461557,336.086466971319,16.1207731215633,21.6934021032458,364.619120191783,55.7892064834769,37.0213641102908,63.8098742310453,59.994955368765,368.86721392395,61.4161742532277,58.3354045713601,46.7949184462399,34.8960435723425,9.66689354598296,361.227399581112,34.9280375979762,361.201244865078,8.6104887567925,31.6313084920558,17.2190092451108,341.870676986873,4.53090574725457,23.2840888826839
27.1194761617564,"D42","XP",2019-10-26,"Medium","Expensive","Medium","Long","Cold","Storage tanks","Yes","Checked","Ceramic","Textured",42.4214202746821,35.2299513515153,38.4079066978433,325.549649405293,35.3945052907002,44.7080660464041,35.7047363894071,329.860823443159,40.9450853192791,36.7586272264735,341.471257088706,38.0007815660483,47.8861823737516,53.5712708241758,38.3776459853967,331.683938209899,50.5421646506386,46.1011139942997,39.8217650521064,21.7403077081409,-37.5951268410777,360.571546414867,-11.1290499389802,356.27179415198,-17.1897788486742,-44.3110330060022,-11.7704077417384,328.798898977693,-22.3962645768099,-16.4829669203348
10.4271280212753,"D43","XP",2019-11-01,"Medium","Expensive","Medium","Very Long","Warm","Steam plant","Yes","Checked","Ceramic","Textured",14.4534922856718,10.2159239803437,17.889977789529,367.275942016859,16.4584001944484,15.065807499157,12.8970848241644,330.658096207771,13.4872630797491,17.3282996857256,356.735520069487,89.1744200063033,82.1813538795573,90.6801573117569,86.3693436959946,331.603804526385,71.0620692490002,71.3979725151315,70.4502955835439,66.1026976340712,56.8957714794744,345.526890752371,46.2942894049311,340.069454598706,89.057138060621,68.5802173495572,66.4421504744645,355.735077294521,31.6607037204123,87.0386000178823
22.6690539574154,"D44","XP",2019-11-08,"Low","Cheap","Fast","Short","Hot","Steam plant","No","Checked","Wooden","Textured",27.7335844592276,33.8334935234011,33.5686372710716,327.666890369728,31.8279184673494,32.7507975982177,34.1426349356331,321.105665927753,29.9841139913529,37.3620970382846,348.899072494823,89.7187578828227,103.34301921275,94.4879710490008,93.8390725148522,345.88257790776,70.6544482817445,82.7431586725416,71.3922397433216,74.9330037597416,41.296218113288,346.956656994298,36.826459157403,348.056645544712,52.7972091513645,27.4522315764294,20.6210719503262,324.327179107349,26.3204079209648,33.5164341415354
38.8753227191637,"D45","XP",2019-11-15,"Low","Expensive","Medium","Long","Warm","Steam plant","Yes","Checked","Wooden","Smooth",30.2370480808529,40.2831452106164,34.6540030629211,354.197438880801,35.219256001882,51.431687325409,46.2027333830877,326.373213755433,38.0093772730038,45.9696594202606,355.658560157754,51.3943419329492,77.3327432982659,48.1516697648305,59.5430692487671,339.358523143455,59.6291334964162,65.2211249742491,55.2775579577411,69.9722346082453,73.0368575615195,337.636216187384,59.9479784269633,334.909306401387,78.8152653204858,65.1304687819471,48.7178043780754,322.898524899501,78.1991481765831,53.2077942880135
